epoch,train_loss,train_accuracy,val_loss,val_accuracy
1.0,1.017158527109358,0.5377777777777778,3.999386883139695,0.5454545454545454
2.0,1.0126089800728693,0.5466666666666666,0.8865794485265558,0.6363636363636364
3.0,0.6061718581782447,0.7022222222222222,1.9130343740636653,0.45454545454545453
4.0,0.48623614470163984,0.7511111111111111,2.004102186723189,0.5227272727272727
5.0,0.45431056552463106,0.7777777777777778,1.0939067710529675,0.5454545454545454
6.0,0.36665189305941265,0.8488888888888889,7.500580007379705,0.45454545454545453
7.0,0.3312451214260525,0.8222222222222222,1.7349796295166016,0.5909090909090909
8.0,0.3127027135425144,0.8755555555555555,1.7837425145235928,0.6136363636363636
9.0,0.3329213394059075,0.8622222222222222,1.1071513999592175,0.6363636363636364
10.0,0.22299304485321045,0.9288888888888889,1.4581366018815474,0.7045454545454546
11.0,0.24634308179219563,0.8977777777777778,1.7201661196621982,0.6136363636363636
12.0,0.17390186256832546,0.9333333333333333,3.3348413814197886,0.4772727272727273
13.0,0.17202499230702717,0.9333333333333333,1.4313738833774219,0.6590909090909091
14.0,0.13010906954606374,0.9511111111111111,2.1424114324829797,0.6363636363636364
15.0,0.08202231172058318,0.9733333333333334,2.989202531901273,0.5909090909090909
16.0,0.10240078926086425,0.9688888888888889,2.002949606288563,0.5681818181818182
17.0,0.21760822772979738,0.9111111111111111,2.8164745677601206,0.5681818181818182
18.0,0.23726637760798136,0.8977777777777778,1.631047010421753,0.6590909090909091
19.0,0.16302880022260877,0.9244444444444444,1.773642512885007,0.6590909090909091
20.0,0.12816307067871094,0.9555555555555556,2.925478606061502,0.5909090909090909
